	poa_global	module_temp	ambient_temp	Date	Month
2529	96.22406900281214	36.131054095623725	31.1	2020-07-14	7
2530	289.17896333916616	47.919657929173795	32.8	2020-07-14	7
2531	510.09158608439014	61.670025388742125	35.0	2020-07-14	7
2532	721.9326476744529	76.20320661627326	36.7	2020-07-14	7
2533	872.5072960870785	86.64245367980115	38.9	2020-07-14	7
2534	963.678651541526	88.7445474064271	40.6	2020-07-14	7
2535	986.6460942802237	96.18797885792019	42.2	2020-07-14	7
2536	915.0948465715477	88.51734275908939	42.8	2020-07-14	7
2537	790.9188845443025	82.81361968086595	43.3	2020-07-14	7
2538	608.0986871921673	74.37915021464019	43.3	2020-07-14	7
2539	375.3921839071253	63.37893595697571	43.3	2020-07-14	7
2540	142.5824696771473	50.08720861663376	42.8	2020-07-14	7
2541	68.78876851382743	45.79660549746956	42.2	2020-07-14	7
2542	3.668734320737463	41.28750434337934	41.1	2020-07-14	7
2543	3.668734320737463	30.22087612186942	30.0	2020-07-15	7
2544	82.68157049065381	34.422462773265266	30.0	2020-07-15	7
2545	286.4266119403123	47.17575184703343	32.2	2020-07-15	7
2546	505.6623637031784	62.66918063033408	35.0	2020-07-15	7
2547	737.430056265692	76.14357796264383	36.7	2020-07-15	7
2548	859.5243502473668	87.23370556816187	38.9	2020-07-15	7
2549	952.5008106913501	92.11959377112915	40.0	2020-07-15	7
2550	978.2198841481353	92.19557368355296	42.2	2020-07-15	7
2551	895.5858801802954	91.20299932446343	43.3	2020-07-15	7
2552	782.3222754487525	81.00501434559803	42.8	2020-07-15	7
2553	608.8840495271693	75.735367417731	43.9	2020-07-15	7
2554	383.57564152158784	61.96310548920674	42.8	2020-07-15	7
2555	147.96579381854372	50.02596742148572	42.8	2020-07-15	7
2556	80.71215505622419	45.53545926640437	41.7	2020-07-15	7
2557	5.503101481106194	40.86874611349951	40.6	2020-07-15	7
2558	4.585917900921829	30.239773699831304	30.0	2020-07-16	7
2559	83.91225179833819	34.488289320060275	30.0	2020-07-16	7
2560	289.3426399842913	50.219871439026335	32.8	2020-07-16	7
2561	511.0665380879377	65.00015049615291	35.6	2020-07-16	7
2562	711.799710050871	75.64874557359346	36.7	2020-07-16	7
2563	872.5263230488101	84.51984518640484	38.9	2020-07-16	7
2564	970.895728663457	91.36306773072667	40.6	2020-07-16	7
2565	995.8624117352427	86.40151688735031	42.2	2020-07-16	7
2566	928.982865559363	84.53305723381195	43.3	2020-07-16	7
2567	804.5923770237894	81.77439279257486	44.4	2020-07-16	7
2568	620.3043976981077	73.21396949880022	44.4	2020-07-16	7
2569	385.00799693903684	61.488643248230254	44.4	2020-07-16	7
2570	223.23099480284318	54.53613829095696	44.4	2020-07-16	7
2571	104.55892814101769	48.156902155558775	43.3	2020-07-16	7
2572	11.923386542396754	41.69568202296203	41.1	2020-07-16	7
2573	7.337468641474926	33.192465717866256	32.8	2020-07-17	7
2574	57.18115975207739	36.01726122146135	33.3	2020-07-17	7
2575	126.47776542117312	38.3128618995413	31.7	2020-07-17	7
2576	353.80056727166317	53.759502517178895	34.4	2020-07-17	7
2577	767.4803412553234	71.75048905976368	36.1	2020-07-17	7
2578	895.0955421334615	78.44315623686995	37.8	2020-07-17	7
2579	783.4664053484637	77.84197116816719	37.8	2020-07-17	7
2580	637.8994500831791	69.45206917442991	38.3	2020-07-17	7
2581	719.6649969397963	76.78116235932995	40.0	2020-07-17	7
2582	556.4109843427998	68.39780891721286	40.6	2020-07-17	7
2583	547.0267912909605	67.69483280017516	41.7	2020-07-17	7
2584	352.27226730565565	59.79921613510588	42.2	2020-07-17	7
2585	138.7187268025654	49.730266959864814	42.8	2020-07-17	7
2586	31.184241726268436	42.80636076378152	41.1	2020-07-17	7
2587	9.171835801843658	41.11576061927536	40.6	2020-07-17	7
2588	4.585917900921829	30.22910847037001	30.0	2020-07-18	7
2589	40.67129729960734	32.72648975432062	30.6	2020-07-18	7
2590	116.12280064462726	36.671454863973544	30.6	2020-07-18	7
2591	222.0782699523501	45.07022055297952	31.7	2020-07-18	7
2592	328.63276789708	48.065431916381925	32.8	2020-07-18	7
2593	609.3934199711404	63.74476532714915	33.3	2020-07-18	7
2594	714.6950780428839	72.12715612776756	35.6	2020-07-18	7
2595	472.4730784755823	58.052024056394245	35.6	2020-07-18	7
2596	734.8345236157681	70.56626420948979	37.2	2020-07-18	7
2597	701.3625989708505	71.12890414657252	37.8	2020-07-18	7
2598	626.8062320469106	65.62089767063497	37.8	2020-07-18	7
2599	372.69881472041413	53.006490174502666	37.2	2020-07-18	7
2600	133.32069126296463	42.75362604274958	36.7	2020-07-18	7
2601	80.71215505622419	39.935459266404365	36.1	2020-07-18	7
2602	13.757753702765486	35.68732541111003	35.0	2020-07-18	7
2603	15.592120863134218	28.65318038189076	27.8	2020-07-19	7
2604	113.69877859328679	34.2447154089114	28.3	2020-07-19	7
2605	281.88357555533406	46.951182972851406	31.1	2020-07-19	7
2606	489.55515215902494	59.587815162668406	32.8	2020-07-19	7
2607	690.1346186805625	70.81384478481105	33.9	2020-07-19	7
2608	756.3652129972647	73.05686370811343	34.4	2020-07-19	7
2609	858.5710287624477	78.99346197502368	36.1	2020-07-19	7
2610	911.367198308322	85.44710873748122	36.7	2020-07-19	7
2611	822.1474230687563	79.97377030889842	38.9	2020-07-19	7
